DATE,GDPC1,PCECC96,GDPDEF,DPIC96,OUTMS,GPDI,CP,CPALTT01USQ661S,A229RX0Q048SBEA,NETEXP,GNP,GDPC1_PCH,PCECC96_PCH,GDPDEF_PCH,DPIC96_PCH,OUTMS_PCH,GPDI_PCH,CP_PCH,CPALTT01USQ661S_PCH,A229RX0Q048SBEA_PCH,NETEXP_PCH,GNP_PCH
2012-01-01,15291,10379,104.466,11547.8,123.531,2460.8,1727.4,1.046996445,36832,-614.7,16225.1,0.66292,0.6029,0.52831,1.63528,1.59551,2.73881,14.61748,0.55747,1.46836,2.77546,1.04627
2012-01-04,15362.4,10396.6,104.943,11636.7,124.107,2534.8,1654.8,1.049553898,37054,-580.9,16353.3,0.46694,0.16957,0.45661,0.76984,0.46628,3.00715,-4.20285,0.24427,0.60274,-5.49862,0.79013
2012-01-07,15380.8,10424.1,105.508,11630.8,124.095,2529.9,1686.6,1.054164345,36963,-535.2,16465,0.11977,0.26451,0.53839,-0.0507,-0.00967,-0.19331,1.92168,0.43928,-0.24559,-7.8671,0.68304
2012-01-10,15384.3,10453.2,105.935,11936.1,124.638,2521.3,1663.9,1.061057086,37860,-531.8,16528,0.02276,0.27916,0.40471,2.62493,0.43757,-0.33993,-1.3459,0.65386,2.42675,-0.63528,0.38263
2013-01-01,15491.9,10502.3,106.349,11437.7,125.43,2617.6,1679.5,1.064701418,36226,-519.5,16702.2,0.69941,0.46971,0.39081,-4.17557,0.63544,3.81946,0.93756,0.34346,-4.3159,-2.3129,1.05397
2013-01-04,15521.6,10523.9,106.57,11504.4,125.201,2658.1,1658.1,1.064323838,36380,-514.7,16786,0.19171,0.20567,0.20781,0.58316,-0.18257,1.54722,-1.27419,-0.03546,0.42511,-0.92397,0.50173
2013-01-07,15641.3,10573.1,107.084,11571.7,124.945,2750.8,1685.6,1.070317725,36522,-492.9,17001.6,0.77118,0.46751,0.48231,0.58499,-0.20447,3.48745,1.65852,0.56316,0.39032,-4.23548,1.2844
2013-01-10,15793.9,10662.2,107.636,11596.6,125.576,2798.6,1730.3,1.074096579,36528,-440.9,17253.3,0.97562,0.8427,0.51548,0.21518,0.50502,1.73768,2.65187,0.35306,0.01643,-10.54981,1.48045
2014-01-01,15747,10712.8,108.117,11725.3,125.472,2774,1657.8,1.079654797,36872,-508.4,17276.8,-0.29695,0.47457,0.44688,1.10981,-0.08282,-0.87901,-4.19002,0.51748,0.94174,15.30959,0.13621
2014-01-04,15900.8,10813.3,108.709,11878,127.111,2861.6,1733.3,1.086173016,37289,-515.6,17528.3,0.97669,0.93813,0.54755,1.30231,1.30627,3.15789,4.55423,0.60373,1.13094,1.41621,1.45571
2014-01-07,16094.5,10912.9,109.165,11997.2,128.005,2939.8,1758,1.089372507,37587,-485.6,17830.6,1.21818,0.92109,0.41947,1.00354,0.70332,2.73274,1.42503,0.29457,0.79916,-5.81846,1.72464
2014-01-10,16186.7,11036.4,109.3,12123.4,128.876,2970.4,1771.5,1.087038239,37907,-525.5,17929,0.57287,1.13169,0.12367,1.05191,0.68044,1.04089,0.76792,-0.21428,0.85136,8.21664,0.55186
2015-01-01,16269,11102.4,109.31,12183,128.434,3044.6,1636.7,1.078629065,38033,-534.7,18000.7,0.50844,0.59802,0.00915,0.49161,-0.34297,2.49798,-7.60937,-0.77359,0.33239,1.75071,0.39991
2015-01-04,16374.2,11181.3,109.919,12299.9,128.63,3049.9,1664.3,.,38336,-508.9,18202,0.64663,0.71066,0.55713,0.95953,0.15261,0.17408,1.68632,.,0.79668,-4.82514,1.11829
2015-01-07,16454.9,11255.9,110.253,12398.9,129.232,3072.1,1610.8,.,38571,-523.4,18332.5,0.49285,0.66719,0.30386,0.80488,0.46801,0.72789,-3.21456,.,0.613,2.84928,0.71695
2015-01-10,16490.7,11319.3,110.504,12491,129.069,3059.9,1423.4,.,38785,-520.9,18434.1,0.21756,0.56326,0.22766,0.74281,-0.12613,-0.39712,-11.63397,.,0.55482,-0.47765,0.55421
2016-01-01,16525,11365.2,110.63,12556,129.254,3036.8,1550.5,.,38927,-507.4,18454.2,0.208,0.4055,0.11402,0.52037,0.14333,-0.75493,8.92932,.,0.36612,-2.59167,0.10904
2016-01-04,16583.1,11484.9,111.258,12647.2,128.928,2987.5,1636.7,.,39148,-492.4,18657.9,0.35159,1.05322,0.56766,0.72635,-0.25222,-1.62342,5.5595,.,0.56773,-2.95625,1.10381
2016-01-07,16727,11569,111.648,12737.9,129.164,3017.2,1679.4,.,39354,-460,18879.3,0.86775,0.73227,0.35054,0.71715,0.18305,0.99414,2.60891,.,0.52621,-6.58002,1.18663
2016-01-10,16813.3,11669.8,112.229,12801.4,129.665,3101.4,1741.2,.,39477,-545.2,19112.4,0.51593,0.87129,0.52039,0.49851,0.38788,2.79067,3.67989,.,0.31255,18.52174,1.23469
