DATE,GDPC1_PCH,PCECC96_PCH,GDPDEF_PCH,DPIC96_PCH,OUTMS_PCH,GPDI_PCH,CP_PCH,CPALTT01USQ661S_PCH,A229RX0Q048SBEA_PCH,NETEXP_PCH,LES1252881600Q_PCH,GNP_PCH
7/1/2008,-0.47984,-0.72237,0.68488,-2.29927,-3.99725,-2.30217,-3.31815,1.54188,-2.53565,1.8699,-1.19403,0.31805
10/1/2008,-2.1126,-1.20339,0.14247,0.64225,-7.60707,-7.91494,-43.52288,-2.29019,0.40563,-22.1303,2.71903,-2.48717
1/1/2009,-1.38574,-0.34295,0.24746,-0.18871,-9.63295,-12.08149,55.54066,-0.68787,-0.39006,-34.61155,1.47059,-1.08173
4/1/2009,-0.13496,-0.45072,-0.1669,0.71151,-4.79462,-7.41342,7.30633,0.53176,0.50347,-13.25209,0,-0.32524
7/1/2009,0.3267,0.60675,-0.02202,-1.09737,1.29259,-2.16332,13.6177,0.86039,-1.32472,18.70061,0,0.68095
10/1/2009,0.96789,-0.01115,0.29638,-0.13204,2.36903,7.92656,7.94848,0.78293,-0.36101,8.62919,-0.28986,1.19819
1/1/2010,0.43254,0.53625,0.3524,0.101,3.79406,3.18983,5.51513,0.1585,-0.09907,10.91693,0,0.9947
4/1/2010,0.96612,0.8137,0.44368,1.30068,4.57732,5.18723,-0.92401,-0.03527,1.11354,7.05955,-0.5814,1.40547
7/1/2010,0.67544,0.6471,0.45658,0.49802,2.85878,3.43575,4.33602,0.29315,0.29423,2.25535,0,1.08322
10/1/2010,0.62982,1.02354,0.51267,0.69737,1.72834,-0.3742,-0.30685,0.80972,0.49174,-5.85047,-0.2924,1.23219
1/1/2011,-0.38624,0.50167,0.4414,1.22313,1.9801,-1.53026,-9.6554,1.06191,1.05374,11.67362,-0.87977,0.13661
4/1/2011,0.72776,0.20162,0.72852,-0.15646,0.79459,4.20061,5.3992,1.15209,-0.32466,4.33778,-0.59172,1.45799
7/1/2011,0.21015,0.43467,0.604,0.53031,1.65624,0.7005,0.51296,0.65408,0.32848,-2.47061,0,0.95972
10/1/2011,1.12642,0.3365,0.14359,0.06077,1.27941,7.49484,5.36214,0.43293,-0.13206,4.48987,-0.29762,1.35394
1/1/2012,0.66292,0.6029,0.52831,1.63528,1.59551,2.73881,14.61748,0.55747,1.46836,2.77546,0,1.04627
4/1/2012,0.46694,0.16957,0.45661,0.76984,0.46628,3.00715,-4.20285,0.24427,0.60274,-5.49862,0.59701,0.79013
7/1/2012,0.11977,0.26451,0.53839,-0.0507,-0.00967,-0.19331,1.92168,0.43928,-0.24559,-7.8671,-1.18694,0.68304
10/1/2012,0.02276,0.27916,0.40471,2.62493,0.43757,-0.33993,-1.3459,0.65386,2.42675,-0.63528,0,0.38263
1/1/2013,0.69941,0.46971,0.39081,-4.17557,0.63544,3.81946,0.93756,0.34346,-4.3159,-2.3129,-0.9009,1.05397
4/1/2013,0.19171,0.20567,0.20781,0.58316,-0.18257,1.54722,-1.27419,-0.03546,0.42511,-0.92397,1.51515,0.50173
7/1/2013,0.77118,0.46751,0.48231,0.58499,-0.20447,3.48745,1.65852,0.56316,0.39032,-4.23548,-0.29851,1.2844
10/1/2013,0.97562,0.8427,0.51548,0.21518,0.50502,1.73768,2.65187,0.35306,0.01643,-10.54981,0,1.48045
1/1/2014,-0.29695,0.47457,0.44688,1.10981,-0.08282,-0.87901,-4.19002,0.51748,0.94174,15.30959,0.2994,0.13621
4/1/2014,0.97669,0.93813,0.54755,1.30231,1.30627,3.15789,4.55423,0.60373,1.13094,1.41621,-1.49254,1.45571
7/1/2014,1.21818,0.92109,0.41947,1.00354,0.70332,2.73274,1.42503,0.29457,0.79916,-5.81846,2.12121,1.72464
10/1/2014,0.57287,1.13169,0.12367,1.05191,0.68044,1.04089,0.76792,-0.21428,0.85136,8.21664,-0.59347,0.55186
1/1/2015,0.50844,0.59802,0.00915,0.49161,-0.34297,2.49798,-7.60937,-0.77359,0.33239,1.75071,1.49254,0.39991
4/1/2015,0.64663,0.71066,0.55713,0.95953,0.15261,0.17408,1.68632,.,0.79668,-4.82514,-0.29412,1.11829
7/1/2015,0.49285,0.66719,0.30386,0.80488,0.46801,0.72789,-3.21456,.,0.613,2.84928,0.58997,0.71695
10/1/2015,0.21756,0.56326,0.22766,0.74281,-0.12613,-0.39712,-11.63397,.,0.55482,-0.47765,0.87977,0.55421
1/1/2016,0.208,0.4055,0.11402,0.52037,0.14333,-0.75493,8.92932,.,0.36612,-2.59167,0.5814,0.10904
4/1/2016,0.35159,1.05322,0.56766,0.72635,-0.25222,-1.62342,5.5595,.,0.56773,-2.95625,0,1.10381
7/1/2016,0.86775,0.73227,0.35054,0.71715,0.18305,0.99414,2.60891,.,0.52621,-6.58002,0.28902,1.18663
10/1/2016,0.51593,0.87129,0.52039,0.49851,0.38788,2.79067,3.67989,.,0.31255,18.52174,0.28818,1.23469
