Movie	Budget	Best actors	Top dollar actors	Genre	MPAA rating	Country	Sequel	Summer release	Holiday release	Christmas release	First weekend	Ebert review	Opening screens	Month released (1998)	Total domestic gross	Oscar nominations	Oscars	Nominations (in/out of release)	Log budget	Log 1st weekend	Log domestic	First weekend per screen	No budget	Ebert missing	Log opening screens	Log $ per screen	Few screens	Action	Childrens	Comedy	Documentary	Drama	Horror	SF	Thriller	G	PG	PG-13	R	NC-17	U	UK gross	Logged UK gross
Shooting Fish		0.000000000e+000	0.000000000e+000	Comedy	PG	English	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	5.624000000e-002		2.300000000e+001	May	3.022040000e-001	0.000000000e+000	0.000000000e+000	0.000000000e+000		-1.249954688e+000	-5.196997916e-001	2.445217391e-003	1.000000000e+000	1.000000000e+000	1.361727836e+000	-2.611682524e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000		
Siege, The	7.000000000e+001	2.000000000e+000	1.000000000e+000	Action	R	USA	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.393128500e+001	2.500000000e+000	2.541000000e+003	November	4.093200000e+001	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.845098040e+000	1.143991177e+000	1.612062965e+000	5.482599370e-003	0.000000000e+000	0.000000000e+000	3.405004665e+000	-2.261013488e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	3.143000000e+000	4.973443810e-001
Simon Birch	2.000000000e+001	0.000000000e+000	1.000000000e+000	Drama	PG	USA	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	3.321370000e+000	3.000000000e+000	5.960000000e+002	September	1.825200000e+001	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.301029996e+000	5.213172586e-001	1.261310460e+000	5.572768456e-003	0.000000000e+000	0.000000000e+000	2.775246260e+000	-2.253929001e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000		
Simoom: A Passion in the Desert		0.000000000e+000	0.000000000e+000	Drama	PG-13	USA	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	3.435800000e-002	2.000000000e+000	1.500000000e+001	June	2.496820000e-001	0.000000000e+000	0.000000000e+000	0.000000000e+000		-1.463972125e+000	-6.026127655e-001	2.290533333e-003	1.000000000e+000	0.000000000e+000	1.176091259e+000	-2.640063384e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000		
Six Days Seven Nights	7.000000000e+001	0.000000000e+000	1.000000000e+000	Action	PG-13	USA	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	1.648527600e+001	2.500000000e+000	2.550000000e+003	June	7.429200000e+001	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.845098040e+000	1.217096223e+000	1.870942050e+000	6.464814118e-003	0.000000000e+000	0.000000000e+000	3.406540180e+000	-2.189443958e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	4.535000000e+000	6.565772914e-001
Six-String Samurai		0.000000000e+000	0.000000000e+000	Action	PG-13	USA	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	3.689600000e-002		1.600000000e+001	September	1.244940000e-001	0.000000000e+000	0.000000000e+000	0.000000000e+000		-1.433020714e+000	-9.048515789e-001	2.306000000e-003	1.000000000e+000	1.000000000e+000	1.204119983e+000	-2.637140697e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000		
Slam	1.000000000e+000	0.000000000e+000	0.000000000e+000	Drama	R	USA	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	3.488700000e-002	2.500000000e+000	2.000000000e+000	October	9.822140000e-001	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	-1.457336375e+000	-7.793879938e-003	1.744350000e-002	0.000000000e+000	0.000000000e+000	3.010299957e-001	-1.758366370e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000		
Slappy and the Stinkers		0.000000000e+000	0.000000000e+000	Comedy	PG	USA	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	3.448800000e-002		6.000000000e+001	January	3.448800000e-002	0.000000000e+000	0.000000000e+000	0.000000000e+000		-1.462331990e+000	-1.462331990e+000	5.748000000e-004	1.000000000e+000	1.000000000e+000	1.778151250e+000	-3.240483241e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000		
Sliding Doors		0.000000000e+000	0.000000000e+000	Comedy	PG-13	English	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	8.348170000e-001	2.000000000e+000	1.170000000e+002	April	1.188300000e+001	0.000000000e+000	0.000000000e+000	0.000000000e+000		-7.840871565e-002	1.074926097e+000	7.135188034e-003	1.000000000e+000	0.000000000e+000	2.068185862e+000	-2.146594577e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000		
Slums of Beverly Hills	5.000000000e+000	0.000000000e+000	0.000000000e+000	Comedy	R	USA	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	1.255610000e-001	3.000000000e+000	7.000000000e+000	August	5.480000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	6.989700043e-001	-9.011452341e-001	7.387805585e-001	1.793728571e-002	0.000000000e+000	0.000000000e+000	8.450980400e-001	-1.746243274e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000		
Small Soldiers	4.000000000e+001	0.000000000e+000	1.000000000e+000	Action	PG-13	Non-English	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	1.404759200e+001	2.500000000e+000	2.539000000e+003	July	5.395500000e+001	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.602059991e+000	1.147601885e+000	1.732031697e+000	5.532726270e-003	0.000000000e+000	0.000000000e+000	3.404662701e+000	-2.257060816e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	6.231000000e+000	7.945577513e-001
Smoke Signals		0.000000000e+000	0.000000000e+000	Comedy	PG-13	USA	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	4.357400000e-002	3.000000000e+000	5.000000000e+000	June	6.719000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000		-1.360772571e+000	8.273046411e-001	8.714800000e-003	1.000000000e+000	0.000000000e+000	6.989700043e-001	-2.059742575e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000		
Snake Eyes	7.300000000e+001	1.000000000e+000	0.000000000e+000	Action	R	USA	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	1.631037300e+001	1.000000000e+000	2.713000000e+003	August	5.558500000e+001	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.863322860e+000	1.212463893e+000	1.744957610e+000	6.011932547e-003	0.000000000e+000	0.000000000e+000	3.433449794e+000	-2.220985901e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	1.851000000e+000	2.674064188e-001
Soldier	7.500000000e+001	0.000000000e+000	0.000000000e+000	SF	R	USA	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	6.447237000e+000		2.507000000e+003	October	1.456700000e+001	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.875061263e+000	8.093736351e-001	1.163370120e+000	2.571694057e-003	0.000000000e+000	1.000000000e+000	3.399154334e+000	-2.589780699e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000		
Soldier's Daughter Never Cries, A		0.000000000e+000	0.000000000e+000	Drama	R	USA	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	3.951700000e-002	3.500000000e+000	5.000000000e+000	September	1.759000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000		-1.403216033e+000	2.452658395e-001	7.903400000e-003	1.000000000e+000	0.000000000e+000	6.989700043e-001	-2.102186037e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000		
Some Nudity Required		0.000000000e+000	0.000000000e+000	Documentary	U	USA	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	6.000000000e-003		4.000000000e+000	October	6.000000000e-003	0.000000000e+000	0.000000000e+000	0.000000000e+000		-2.221848750e+000	-2.221848750e+000	1.500000000e-003	1.000000000e+000	1.000000000e+000	6.020599913e-001	-2.823908741e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000		
Somewhere in the City		0.000000000e+000	0.000000000e+000	Drama	U	USA	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	7.016000000e-003		1.000000000e+000	September	7.160000000e-003	0.000000000e+000	0.000000000e+000	0.000000000e+000		-2.153910420e+000	-2.145086978e+000	7.016000000e-003	1.000000000e+000	1.000000000e+000	0.000000000e+000	-2.153910420e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000		
Souler Opposite, The		0.000000000e+000	0.000000000e+000	Comedy	R	USA	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	4.801000000e-003		1.000000000e+000	October	4.801000000e-003	0.000000000e+000	0.000000000e+000	0.000000000e+000		-2.318668294e+000	-2.318668294e+000	4.801000000e-003	1.000000000e+000	1.000000000e+000	0.000000000e+000	-2.318668294e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000		
Sour Grapes		0.000000000e+000	0.000000000e+000	Comedy	R	USA	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.231040000e-001	0.000000000e+000	2.800000000e+001	April	2.199320000e-001	0.000000000e+000	0.000000000e+000	0.000000000e+000		-9.097278354e-001	-6.577115764e-001	4.396571429e-003	1.000000000e+000	0.000000000e+000	1.447158031e+000	-2.356885867e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000		
Spanish Prisoner, The		0.000000000e+000	0.000000000e+000	Drama	PG	USA	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.240110000e-001	3.500000000e+000	7.000000000e+000	April	9.582000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000		-9.065397904e-001	9.814561665e-001	1.771585714e-002	1.000000000e+000	0.000000000e+000	8.450980400e-001	-1.751637830e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000		
Species II		0.000000000e+000	0.000000000e+000	SF	R	USA	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	7.274008000e+000		2.510000000e+003	April	1.916500000e+001	0.000000000e+000	0.000000000e+000	0.000000000e+000		8.617737744e-001	1.282508824e+000	2.898011155e-003	1.000000000e+000	1.000000000e+000	3.399673721e+000	-2.537899947e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000		
Sphere	8.000000000e+001	2.000000000e+000	0.000000000e+000	SF	PG-13	USA	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	1.658676500e+001	1.500000000e+000	2.814000000e+003	February	3.697600000e+001	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.903089987e+000	1.219761692e+000	1.567919928e+000	5.894372779e-003	0.000000000e+000	0.000000000e+000	3.449324093e+000	-2.229562401e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	2.397000000e+000	3.796680340e-001
Spice World	2.500000000e+001	0.000000000e+000	0.000000000e+000	Comedy	PG	English	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.052722200e+001	5.000000000e-001	2.339000000e+003	January	2.924700000e+001	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.397940009e+000	1.022313782e+000	1.466081325e+000	4.500736212e-003	0.000000000e+000	0.000000000e+000	3.369030222e+000	-2.346716440e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.093200000e+001	1.038699623e+000
Star Kid	1.200000000e+001	0.000000000e+000	0.000000000e+000	SF	PG	USA	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	3.033609000e+000	3.000000000e+000	1.041000000e+003	January	7.015000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.079181246e+000	4.819596041e-001	8.460276754e-001	2.914129683e-003	0.000000000e+000	0.000000000e+000	3.017450730e+000	-2.535491125e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000		
Star Trek: Insurrection	7.000000000e+001	0.000000000e+000	0.000000000e+000	SF	PG	USA	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	2.205283600e+001	2.000000000e+000	2.620000000e+003	December	7.011700000e+001	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.845098040e+000	1.343464448e+000	1.845823326e+000	8.417112977e-003	0.000000000e+000	0.000000000e+000	3.418301291e+000	-2.074836844e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	7.429000000e+000	8.709303583e-001
Stepmom	5.000000000e+001	3.000000000e+000	1.000000000e+000	Drama	PG-13	USA	0.000000000e+000	0.000000000e+000	1.000000000e+000	1.000000000e+000	1.914244000e+001	2.000000000e+000	2.358000000e+003	December	9.103000000e+001	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.698970004e+000	1.281997295e+000	1.959184543e+000	8.118083121e-003	0.000000000e+000	0.000000000e+000	3.372543801e+000	-2.090546506e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	3.351000000e+000	5.251744278e-001
Still Breathing		0.000000000e+000	0.000000000e+000	Comedy	PG-13	USA	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	8.665900000e-002		6.700000000e+001	May	2.122670000e-001	0.000000000e+000	0.000000000e+000	0.000000000e+000		-1.062186327e+000	-6.731175180e-001	1.293417910e-003	1.000000000e+000	1.000000000e+000	1.826074803e+000	-2.888261130e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000		
Storefront Hitchcock		0.000000000e+000	0.000000000e+000	Drama	PG-13	USA	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.803000000e-003		1.000000000e+000	November	3.073000000e-003	0.000000000e+000	0.000000000e+000	0.000000000e+000		-2.744004273e+000	-2.512437440e+000	1.803000000e-003	1.000000000e+000	1.000000000e+000	0.000000000e+000	-2.744004273e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000		
Strangeland	2.000000000e+000	0.000000000e+000	0.000000000e+000	Horror	R	USA	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	3.732880000e-001		3.150000000e+002	October	6.312210000e-001	0.000000000e+000	0.000000000e+000	0.000000000e+000	3.010299957e-001	-4.279559710e-001	-1.998185611e-001	1.185041270e-003	0.000000000e+000	1.000000000e+000	2.498310554e+000	-2.926266525e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000		
Strike		0.000000000e+000	0.000000000e+000	Comedy	PG-13	English	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	3.077630000e-001		1.330000000e+002	August	7.804710000e-001	0.000000000e+000	0.000000000e+000	0.000000000e+000		-5.117835933e-001	-1.076432294e-001	2.314007519e-003	1.000000000e+000	1.000000000e+000	2.123851641e+000	-2.635635234e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000		
Sue		0.000000000e+000	0.000000000e+000	Drama	U	USA	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	5.376000000e-003		1.000000000e+000	November	5.376000000e-003	0.000000000e+000	0.000000000e+000	0.000000000e+000		-2.269540740e+000	-2.269540740e+000	5.376000000e-003	1.000000000e+000	1.000000000e+000	0.000000000e+000	-2.269540740e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000		
Suicide Kings	5.000000000e+000	0.000000000e+000	0.000000000e+000	Comedy	R	USA	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	5.580810000e-001		1.350000000e+002	April	1.692000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	6.989700043e-001	-2.533027629e-001	2.284003587e-001	4.133933333e-003	0.000000000e+000	1.000000000e+000	2.130333768e+000	-2.383636531e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000		
Summer of the Monkeys		0.000000000e+000	0.000000000e+000	Childrens	G	English	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	3.391000000e-003		3.000000000e+000	November	2.250000000e-002	0.000000000e+000	0.000000000e+000	0.000000000e+000		-2.469672210e+000	-1.647817482e+000	1.130333333e-003	1.000000000e+000	1.000000000e+000	4.771212547e-001	-2.946793465e+000	1.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000		
Swept from the Sea		1.000000000e+000	0.000000000e+000	Drama	PG-13	English	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.632890000e-001	2.000000000e+000	5.500000000e+001	January	2.830810000e-001	0.000000000e+000	0.000000000e+000	0.000000000e+000		-7.870430706e-001	-5.480892789e-001	2.968890909e-003	1.000000000e+000	0.000000000e+000	1.740362689e+000	-2.527405760e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000		
Talk of Angels		1.000000000e+000	0.000000000e+000	Drama	PG-13	USA	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	6.876000000e-003		2.000000000e+000	November	1.554600000e-002	0.000000000e+000	0.000000000e+000	0.000000000e+000		-2.162664132e+000	-1.808381337e+000	3.438000000e-003	1.000000000e+000	1.000000000e+000	3.010299957e-001	-2.463694128e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000		
Ta'm e guilass (Taste of Cherry)		0.000000000e+000	0.000000000e+000	Drama	U	Non-English	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	9.688000000e-003	1.000000000e+000	1.000000000e+000	March	3.118730000e-001	0.000000000e+000	0.000000000e+000	0.000000000e+000		-2.013765870e+000	-5.060222221e-001	9.688000000e-003	1.000000000e+000	0.000000000e+000	0.000000000e+000	-2.013765870e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000		
Tarzan and the Lost City		0.000000000e+000	0.000000000e+000	Action	PG	USA	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.110564000e+000		1.412000000e+003	April	2.147000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000		4.554359129e-002	3.318320444e-001	7.865184136e-004	1.000000000e+000	1.000000000e+000	3.149834697e+000	-3.104291105e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000		
Ten Benny	2.000000000e-001	0.000000000e+000	0.000000000e+000	Drama	R	USA	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	9.003000000e-003		9.000000000e+000	November	9.003000000e-003	0.000000000e+000	0.000000000e+000	0.000000000e+000	-6.989700043e-001	-2.045612750e+000	-2.045612750e+000	1.000333333e-003	0.000000000e+000	1.000000000e+000	9.542425094e-001	-2.999855259e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000		
Theory of Flight, The		1.000000000e+000	0.000000000e+000	Drama	R	English	0.000000000e+000	0.000000000e+000	1.000000000e+000	1.000000000e+000	1.517900000e-002	2.500000000e+000	6.000000000e+000	December	7.199900000e-002	0.000000000e+000	0.000000000e+000	0.000000000e+000		-1.818756839e+000	-1.142673535e+000	2.529833333e-003	1.000000000e+000	0.000000000e+000	7.781512504e-001	-2.596908089e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000		
