S & P Index value	S & P return	Date	Day	Logged S&P	Lag Log S&P	Diff S&P
98.12	0.012903892	780719	4020	4.586191219	4.573369873	0.012821346
98.03	-0.000917244	780720	4021	4.585273554	4.586191219	-0.000917665
97.75	-0.002856268	780721	4022	4.582413199	4.585273554	-0.002860355
97.72	-0.000306905	780724	4023	4.582106246	4.582413199	-0.000306952
98.44	0.00736799	780725	4024	4.589447226	4.582106246	0.007340979
99.08	0.006501422	780726	4025	4.595927605	4.589447226	0.006480379
99.54	0.004642713	780727	4026	4.600559573	4.595927605	0.004631969
100	0.004621258	780728	4027	4.605170186	4.600559573	0.004610613
100.68	0.0068	780731	4028	4.61194717	4.605170186	0.006776984
100.66	-0.000198649	780801	4029	4.611748501	4.61194717	-0.000198669
102.92	0.022451818	780802	4030	4.633951987	4.611748501	0.022203486
103.51	0.005732608	780803	4031	4.639668226	4.633951987	0.005716239
103.92	0.00396097	780804	4032	4.643621372	4.639668226	0.003953146
103.55	-0.003560431	780807	4033	4.640054588	4.643621372	-0.003566785
104.01	0.004442298	780808	4034	4.644487048	4.640054588	0.004432461
104.5	0.004711085	780809	4035	4.649187071	4.644487048	0.004700023
103.66	-0.008038278	780810	4036	4.641116313	4.649187071	-0.008070759
103.96	0.002894077	780811	4037	4.64400621	4.641116313	0.002889897
103.97	9.61908E-05	780814	4038	4.644102396	4.64400621	9.61862E-05
103.85	-0.001154179	780815	4039	4.64294755	4.644102396	-0.001154846
104.65	0.007703418	780816	4040	4.650621449	4.64294755	0.007673899
105.08	0.004108935	780817	4041	4.654721965	4.650621449	0.004100516
104.73	-0.003330796	780818	4042	4.65138561	4.654721965	-0.003336355
103.89	-0.008020624	780821	4043	4.643332647	4.65138561	-0.008052963
104.31	0.004042738	780822	4044	4.647367235	4.643332647	0.004034588
104.91	0.005752085	780823	4045	4.65310284	4.647367235	0.005735605
105.08	0.001620437	780824	4046	4.654721965	4.65310284	0.001619125
104.9	-0.001712981	780825	4047	4.653007515	4.654721965	-0.001714449
103.96	-0.008960915	780828	4048	4.64400621	4.653007515	-0.009001306
103.39	-0.005482878	780829	4049	4.638508246	4.64400621	-0.005497964
103.47	0.000773769	780830	4050	4.639281716	4.638508246	0.00077347
103.29	-0.001739635	780831	4051	4.637540566	4.639281716	-0.00174115
103.68	0.003775777	780901	4052	4.641309233	4.637540566	0.003768667
104.49	0.0078125	780905	4053	4.649091373	4.641309233	0.00778214
105.38	0.008517561	780906	4054	4.657572865	4.649091373	0.008481492
105.42	0.000379579	780907	4055	4.657952371	4.657572865	0.000379507
106.79	0.012995637	780908	4056	4.670864289	4.657952371	0.012911918
106.98	0.001779193	780911	4057	4.672641901	4.670864289	0.001777612
106.99	9.34754E-05	780912	4058	4.672735372	4.672641901	9.3471E-05
106.34	-0.006075334	780913	4059	4.666641508	4.672735372	-0.006093864
105.1	-0.011660711	780914	4060	4.654912278	4.666641508	-0.01172923
104.12	-0.009324453	780915	4061	4.64554408	4.654912278	-0.009368198
103.21	-0.008739915	780918	4062	4.636765748	4.64554408	-0.008778333
102.53	-0.006588509	780919	4063	4.630155439	4.636765748	-0.006610309
101.73	-0.007802594	780920	4064	4.622322245	4.630155439	-0.007833194
101.9	0.00167109	780921	4065	4.62399194	4.622322245	0.001669695
101.84	-0.000588813	780922	4066	4.623402954	4.62399194	-0.000588986
101.86	0.000196386	780925	4067	4.623599321	4.623402954	0.000196367
102.62	0.007461221	780926	4068	4.631032846	4.623599321	0.007433524
101.66	-0.009354902	780927	4069	4.621633912	4.631032846	-0.009398933
101.96	0.002951013	780928	4070	4.62458058	4.621633912	0.002946667
102.54	0.005688505	780929	4071	4.630252966	4.62458058	0.005672387
102.96	0.004095963	781002	4072	4.634340563	4.630252966	0.004087597
102.6	-0.003496503	781003	4073	4.630837933	4.634340563	-0.003502631
103.06	0.004483431	781004	4074	4.635311343	4.630837933	0.00447341
103.27	0.002037648	781005	4075	4.637346918	4.635311343	0.002035575
103.52	0.002420839	781006	4076	4.639764831	4.637346918	0.002417913
104.59	0.010336167	781009	4077	4.650047945	4.639764831	0.010283114
104.46	-0.001242949	781010	4078	4.648804223	4.650047945	-0.001243722
105.39	0.008902929	781011	4079	4.657667755	4.648804223	0.008863532
104.88	-0.004839169	781012	4080	4.652816839	4.657667755	-0.004850915
104.66	-0.002097635	781013	4081	4.650717001	4.652816839	-0.002099839
102.61	-0.019587235	781016	4082	4.630935394	4.650717001	-0.019781607
101.26	-0.013156612	781017	4083	4.617691467	4.630935394	-0.013243927
100.49	-0.007604187	781018	4084	4.61005822	4.617691467	-0.007633246
99.33	-0.011543437	781019	4085	4.59844764	4.61005822	-0.01161058
97.95	-0.013893084	781020	4086	4.584457144	4.59844764	-0.013990496
98.18	0.002348137	781023	4087	4.586802529	4.584457144	0.002345384
97.49	-0.007027908	781024	4088	4.579749809	4.586802529	-0.00705272
97.31	-0.001846343	781025	4089	4.577901759	4.579749809	-0.00184805
96.03	-0.013153838	781026	4090	4.564660643	4.577901759	-0.013241116
94.59	-0.014995314	781027	4091	4.549551762	4.564660643	-0.01510888
95.06	0.004968813	781030	4092	4.554508271	4.549551762	0.004956509
93.15	-0.020092573	781031	4093	4.534211097	4.554508271	-0.020297174
96.85	0.03972088	781101	4094	4.57316339	4.534211097	0.038952293
95.61	-0.012803304	781102	4095	4.560277417	4.57316339	-0.012885973
96.18	0.005961719	781103	4096	4.566221436	4.560277417	0.005944019
95.19	-0.0102932	781106	4097	4.555874894	4.566221436	-0.010346542
93.85	-0.014077109	781107	4098	4.541697763	4.555874894	-0.014177131
94.45	0.006393181	781108	4099	4.548070594	4.541697763	0.006372831
94.42	-0.000317628	781109	4100	4.547752915	4.548070594	-0.000317679
94.77	0.003706842	781110	4101	4.551452903	4.547752915	0.003699988
93.13	-0.017305054	781113	4102	4.533996367	4.551452903	-0.017456537
92.49	-0.006872114	781114	4103	4.527100531	4.533996367	-0.006895836
92.71	0.002378636	781115	4104	4.529476342	4.527100531	0.002375811
93.71	0.010786323	781116	4105	4.540204907	4.529476342	0.010728566
94.42	0.007576566	781117	4106	4.547752915	4.540204907	0.007548008
95.25	0.00879051	781120	4107	4.556505014	4.547752915	0.008752099
95.01	-0.002519685	781121	4108	4.553982149	4.556505014	-0.002522865
95.48	0.004946848	781122	4109	4.558916801	4.553982149	0.004934652
95.79	0.003246753	781124	4110	4.562158295	4.558916801	0.003241494
95.99	0.002087901	781127	4111	4.564244019	4.562158295	0.002085724
95.15	-0.008750912	781128	4112	4.555454594	4.564244019	-0.008789426
93.75	-0.01471361	781129	4113	4.540631665	4.555454594	-0.014822929
94.7	0.010133333	781130	4114	4.550714	4.540631665	0.010082335
96.28	0.016684266	781201	4115	4.567260613	4.550714	0.016546613
96.15	-0.001350229	781204	4116	4.565909472	4.567260613	-0.001351141
97.44	0.013416537	781205	4117	4.579236804	4.565909472	0.013327332
97.49	0.000513136	781206	4118	4.579749809	4.579236804	0.000513005
97.08	-0.00420556	781207	4119	4.575535381	4.579749809	-0.004214428
96.63	-0.004635352	781208	4120	4.570889252	4.575535381	-0.004646129
97.11	0.004967401	781211	4121	4.575844357	4.570889252	0.004955105
96.59	-0.005354752	781212	4122	4.570475216	4.575844357	-0.00536914
96.06	-0.00548711	781213	4123	4.564972996	4.570475216	-0.00550222
96.04	-0.000208203	781214	4124	4.564764771	4.564972996	-0.000208225
95.33	-0.007392753	781215	4125	4.557344557	4.564764771	-0.007420215
93.44	-0.019825868	781218	4126	4.537319519	4.557344557	-0.020025037
94.24	0.008561644	781219	4127	4.54584472	4.537319519	0.008525201
94.68	0.00466893	781220	4128	4.550502785	4.54584472	0.004658065
94.71	0.000316857	781221	4129	4.550819591	4.550502785	0.000316807
96.31	0.016893675	781222	4130	4.567572156	4.550819591	0.016752564
97.52	0.012563597	781226	4131	4.580057485	4.567572156	0.01248533
96.66	-0.008818704	781227	4132	4.571199666	4.580057485	-0.008857819
96.28	-0.003931306	781228	4133	4.567260613	4.571199666	-0.003939054
96.11	-0.001765683	781229	4134	4.565493369	4.567260613	-0.001767244
96.73	0.006450942	790102	4135	4.571923592	4.565493369	0.006430223
97.8	0.011061718	790103	4136	4.582924577	4.571923592	0.011000985
98.58	0.00797546	790104	4137	4.590868401	4.582924577	0.007943824
99.13	0.005579225	790105	4138	4.59643212	4.590868401	0.005563719
98.8	-0.003328962	790108	4139	4.593097605	4.59643212	-0.003334515
99.33	0.005364372	790109	4140	4.59844764	4.593097605	0.005350035
98.77	-0.005637773	790110	4141	4.592793915	4.59844764	-0.005653725
99.1	0.003341095	790111	4142	4.596129441	4.592793915	0.003335526
99.93	0.008375378	790112	4143	4.604469941	4.596129441	0.0083405
100.69	0.007605324	790115	4144	4.61204649	4.604469941	0.007576549
99.46	-0.012215712	790116	4145	4.599755553	4.61204649	-0.012290937
99.48	0.000201086	790117	4146	4.599956619	4.599755553	0.000201066
99.72	0.002412545	790118	4147	4.602366259	4.599956619	0.00240964
99.75	0.000300842	790119	4148	4.602667056	4.602366259	0.000300797
99.9	0.001503759	790122	4149	4.604169686	4.602667056	0.00150263
100.6	0.007007007	790123	4150	4.611152258	4.604169686	0.006982572
100.16	-0.004373757	790124	4151	4.606768907	4.611152258	-0.00438335
101.19	0.010283546	790125	4152	4.616999938	4.606768907	0.01023103
101.86	0.006621208	790126	4153	4.623599321	4.616999938	0.006599384
101.55	-0.003043393	790129	4154	4.620551288	4.623599321	-0.003048033
101.05	-0.004923683	790130	4155	4.615615444	4.620551288	-0.004935844
99.93	-0.011083622	790131	4156	4.604469941	4.615615444	-0.011145503
99.96	0.00030021	790201	4157	4.604770106	4.604469941	0.000300165
99.5	-0.004601841	790202	4158	4.600157644	4.604770106	-0.004612462
98.09	-0.014170854	790205	4159	4.585885425	4.600157644	-0.01427222
98.05	-0.000407789	790206	4160	4.585477553	4.585885425	-0.000407872
97.16	-0.009077002	790207	4161	4.576359104	4.585477553	-0.009118449
97.65	0.005043228	790208	4162	4.581389657	4.576359104	0.005030553
97.87	0.002252944	790209	4163	4.583640067	4.581389657	0.00225041
98.2	0.00337182	790212	4164	4.587006215	4.583640067	0.003366148
98.93	0.007433809	790213	4165	4.594412529	4.587006215	0.007406314
98.87	-0.000606489	790214	4166	4.593805856	4.594412529	-0.000606673
98.73	-0.001416001	790215	4167	4.592388852	4.593805856	-0.001417004
98.67	-0.000607718	790216	4168	4.591780949	4.592388852	-0.000607903
99.42	0.007601095	790220	4169	4.599353301	4.591780949	0.007572352
99.07	-0.003520418	790221	4170	4.595826671	4.599353301	-0.00352663
98.33	-0.007469466	790222	4171	4.588329169	4.595826671	-0.007497502
97.78	-0.00559341	790223	4172	4.582720057	4.588329169	-0.005609112
97.67	-0.001124974	790226	4173	4.581594449	4.582720057	-0.001125608
96.13	-0.01576738	790227	4174	4.565701442	4.581594449	-0.015893007
96.28	0.001560387	790228	4175	4.567260613	4.565701442	0.001559171
96.9	0.006439551	790301	4176	4.573679519	4.567260613	0.006418906
96.97	0.000722394	790302	4177	4.574401652	4.573679519	0.000722133
98.06	0.01124059	790305	4178	4.585579536	4.574401652	0.011177884
97.87	-0.001937589	790306	4179	4.583640067	4.585579536	-0.001939469
98.44	0.005824052	790307	4180	4.589447226	4.583640067	0.005807158
99.58	0.011580658	790308	4181	4.600961341	4.589447226	0.011514116
99.54	-0.000401687	790309	4182	4.600559573	4.600961341	-0.000401768
99.67	0.001306008	790312	4183	4.601864729	4.600559573	0.001305156
99.84	0.001705629	790313	4184	4.603568905	4.601864729	0.001704176
99.71	-0.001302083	790314	4185	4.602265973	4.603568905	-0.001302932
99.86	0.001504363	790315	4186	4.603769205	4.602265973	0.001503232
100.69	0.008311636	790316	4187	4.61204649	4.603769205	0.008277285
101.06	0.003674645	790319	4188	4.6157144	4.61204649	0.00366791
100.5	-0.005541263	790320	4189	4.610157727	4.6157144	-0.005556672
101.25	0.007462687	790321	4190	4.617592706	4.610157727	0.007434978
101.67	0.004148148	790322	4191	4.621732274	4.617592706	0.004139568
101.6	-0.000688502	790323	4192	4.621043535	4.621732274	-0.000688739
101.04	-0.005511811	790326	4193	4.615516478	4.621043535	-0.005527057
102.48	0.014251781	790327	4194	4.629667658	4.615516478	0.01415118
102.12	-0.003512881	790328	4195	4.626148592	4.629667658	-0.003519065
102.03	-0.000881316	790329	4196	4.625266888	4.626148592	-0.000881705
101.59	-0.004312457	790330	4197	4.620945105	4.625266888	-0.004321783
100.9	-0.006792007	790402	4198	4.614129927	4.620945105	-0.006815178
102.4	0.014866204	790403	4199	4.628886713	4.614129927	0.014756785
102.65	0.002441406	790404	4200	4.631325143	4.628886713	0.002438431
103.26	0.005942523	790405	4201	4.637250079	4.631325143	0.005924936
103.18	-0.000774743	790406	4202	4.636475036	4.637250079	-0.000775044
102.87	-0.003004458	790409	4203	4.633466055	4.636475036	-0.003008981
103.34	0.004568873	790410	4204	4.638024523	4.633466055	0.004558468
102.31	-0.009967099	790411	4205	4.62800742	4.638024523	-0.010017103
102	-0.003030007	790412	4206	4.624972813	4.62800742	-0.003034607
101.12	-0.008627451	790416	4207	4.61630793	4.624972813	-0.008664883
101.24	0.001186709	790417	4208	4.617493936	4.61630793	0.001186005
101.7	0.004543659	790418	4209	4.622027303	4.617493936	0.004533367
101.28	-0.004129794	790419	4210	4.617888958	4.622027303	-0.004138345
101.23	-0.000493681	790420	4211	4.617395156	4.617888958	-0.000493803
101.57	0.003358688	790423	4212	4.620748216	4.617395156	0.00335306
102.2	0.006202619	790424	4213	4.626931678	4.620748216	0.006183462
102.5	0.002935421	790425	4214	4.629862799	4.626931678	0.002931121
102.01	-0.004780488	790426	4215	4.625070848	4.629862799	-0.004791951
101.8	-0.002058622	790427	4216	4.623010104	4.625070848	-0.002060744
101.76	-0.000392927	790430	4217	4.6226171	4.623010104	-0.000393005
101.68	-0.000786164	790501	4218	4.621830627	4.6226171	-0.000786473
101.72	0.000393391	790502	4219	4.622223941	4.621830627	0.000393314
101.81	0.000884782	790503	4220	4.623108331	4.622223941	0.000884391
100.69	-0.011000884	790504	4221	4.61204649	4.623108331	-0.011061841
99.02	-0.01658556	790507	4222	4.59532185	4.61204649	-0.01672464
99.17	0.001514845	790508	4223	4.596835549	4.59532185	0.001513699
99.46	0.002924271	790509	4224	4.599755553	4.596835549	0.002920004
98.52	-0.009451036	790510	4225	4.590259573	4.599755553	-0.00949598
98.52	0	790511	4226	4.590259573	4.590259573	0
98.06	-0.004669103	790514	4227	4.585579536	4.590259573	-0.004680037
98.14	0.000815827	790515	4228	4.586395031	4.585579536	0.000815494
98.42	0.002853067	790516	4229	4.589244035	4.586395031	0.002849005
99.94	0.015444015	790517	4230	4.604570006	4.589244035	0.01532597
99.93	-0.00010006	790518	4231	4.604469941	4.604570006	-0.000100065
100.14	0.002101471	790521	4232	4.606569207	4.604469941	0.002099266
100.51	0.003694827	790522	4233	4.610257225	4.606569207	0.003688018
99.88	-0.006268033	790523	4234	4.603969465	4.610257225	-0.00628776
99.93	0.000500601	790524	4235	4.604469941	4.603969465	0.000500475
100.22	0.002902031	790525	4236	4.60736777	4.604469941	0.002897829
100.05	-0.001696268	790529	4237	4.605670061	4.60736777	-0.001697709
99.11	-0.009395302	790530	4238	4.596230344	4.605670061	-0.009439717
99.08	-0.000302694	790531	4239	4.595927605	4.596230344	-0.00030274
99.17	0.000908357	790601	4240	4.596835549	4.595927605	0.000907945
99.32	0.001512554	790604	4241	4.598346961	4.596835549	0.001511411
100.62	0.013089005	790605	4242	4.611351045	4.598346961	0.013004084
101.3	0.0067581	790606	4243	4.618086411	4.611351045	0.006735366
101.79	0.004837117	790607	4244	4.622911867	4.618086411	0.004825456
101.49	-0.002947244	790608	4245	4.619960271	4.622911867	-0.002951596
101.91	0.004138339	790611	4246	4.624090071	4.619960271	0.004129799
102.85	0.009223825	790612	4247	4.633271616	4.624090071	0.009181545
102.31	-0.005250365	790613	4248	4.62800742	4.633271616	-0.005264196
102.2	-0.001075164	790614	4249	4.626931678	4.62800742	-0.001075742
102.09	-0.001076321	790615	4250	4.625854777	4.626931678	-0.001076901
101.56	-0.005191498	790618	4251	4.620649757	4.625854777	-0.00520502
101.58	0.000196928	790619	4252	4.620846665	4.620649757	0.000196909
101.63	0.000492223	790620	4253	4.621338767	4.620846665	0.000492102
102.09	0.004526223	790621	4254	4.625854777	4.621338767	0.00451601
102.64	0.005387403	790622	4255	4.63122772	4.625854777	0.005372943
102.09	-0.005358535	790625	4256	4.625854777	4.63122772	-0.005372943
101.66	-0.00421197	790626	4257	4.621633912	4.625854777	-0.004220865
102.27	0.006000393	790627	4258	4.627616375	4.621633912	0.005982463
102.8	0.00518236	790628	4259	4.632785353	4.627616375	0.005168978
102.91	0.001070039	790629	4260	4.63385482	4.632785353	0.001069467
101.99	-0.00893985	790702	4261	4.624874769	4.63385482	-0.008980051
102.09	0.000980488	790703	4262	4.625854777	4.624874769	0.000980008
102.43	0.003330395	790705	4263	4.629179638	4.625854777	0.003324861
103.62	0.01161769	790706	4264	4.640730361	4.629179638	0.011550723
104.47	0.00820305	790709	4265	4.648899949	4.640730361	0.008169587
104.2	-0.002584474	790710	4266	4.646312129	4.648899949	-0.00258782
103.64	-0.00537428	790711	4267	4.640923356	4.646312129	-0.005388774
102.69	-0.009166345	790712	4268	4.631714741	4.640923356	-0.009208614
102.32	-0.003603077	790713	4269	4.628105157	4.631714741	-0.003609584
102.74	0.004104769	790716	4270	4.632201525	4.628105157	0.004096368
101.83	-0.00885731	790717	4271	4.623304756	4.632201525	-0.008896769
101.69	-0.00137484	790718	4272	4.62192897	4.623304756	-0.001375786
101.61	-0.000786705	790719	4273	4.621141955	4.62192897	-0.000787014
101.82	0.002066726	790720	4274	4.623206548	4.621141955	0.002064593
101.59	-0.002258888	790723	4275	4.620945105	4.623206548	-0.002261443
101.97	0.003740526	790724	4276	4.624678652	4.620945105	0.003733547
103.08	0.010885555	790725	4277	4.635505386	4.624678652	0.010826733
103.1	0.000194024	790726	4278	4.635699391	4.635505386	0.000194005
103.1	0	790727	4279	4.635699391	4.635699391	0
103.15	0.000484966	790730	4280	4.63618424	4.635699391	0.000484848
103.81	0.006398449	790731	4281	4.642562305	4.63618424	0.006378066
104.17	0.003467874	790801	4282	4.64602418	4.642562305	0.003461875
104.1	-0.000671978	790802	4283	4.645351976	4.64602418	-0.000672204
104.04	-0.000576369	790803	4284	4.644775441	4.645351976	-0.000576535
104.3	0.002499039	790806	4285	4.647271362	4.644775441	0.002495921
105.65	0.012943432	790807	4286	4.660131744	4.647271362	0.012860382
105.98	0.003123521	790808	4287	4.663250397	4.660131744	0.003118653
105.49	-0.004623514	790809	4288	4.658616162	4.663250397	-0.004634235
106.4	0.00862641	790810	4289	4.667205577	4.658616162	0.008589415
107.42	0.009586466	790813	4290	4.676746384	4.667205577	0.009540808
107.52	0.000930925	790814	4291	4.677676877	4.676746384	0.000930492
108.25	0.006789435	790815	4292	4.684443367	4.677676877	0.00676649
108.09	-0.00147806	790816	4293	4.682964213	4.684443367	-0.001479153
108.3	0.001942825	790817	4294	4.684905154	4.682964213	0.001940941
108.83	0.004893813	790820	4295	4.689787032	4.684905154	0.004881878
108.91	0.000735091	790821	4296	4.690521853	4.689787032	0.000734821
108.99	0.000734551	790822	4297	4.691256135	4.690521853	0.000734282
108.63	-0.003303055	790823	4298	4.687947612	4.691256135	-0.003308522
108.6	-0.000276167	790824	4299	4.687671407	4.687947612	-0.000276205
109.14	0.004972376	790827	4300	4.692631462	4.687671407	0.004960054
109.02	-0.001099505	790828	4301	4.691531352	4.692631462	-0.00110011
109.02	0	790829	4302	4.691531352	4.691531352	0
109.02	0	790830	4303	4.691531352	4.691531352	0
109.32	0.002751789	790831	4304	4.694279361	4.691531352	0.002748009
107.44	-0.017197219	790904	4305	4.676932552	4.694279361	-0.017346809
106.4	-0.009679821	790905	4306	4.667205577	4.676932552	-0.009726975
106.85	0.004229323	790906	4307	4.671425982	4.667205577	0.004220405
107.66	0.007580721	790907	4308	4.678978113	4.671425982	0.007552131
108.17	0.004737135	790910	4309	4.683704064	4.678978113	0.004725951
107.51	-0.006101507	790911	4310	4.677583866	4.683704064	-0.006120197
107.82	0.002883453	790912	4311	4.68046317	4.677583866	0.002879304
107.85	0.000278242	790913	4312	4.680741373	4.68046317	0.000278203
108.76	0.008437645	790914	4313	4.68914362	4.680741373	0.008402247
108.84	0.000735565	790917	4314	4.689878914	4.68914362	0.000735294
108	-0.007717751	790918	4315	4.682131227	4.689878914	-0.007747687
108.28	0.002592593	790919	4316	4.684720465	4.682131227	0.002589238
110.51	0.020594754	790920	4317	4.705106015	4.684720465	0.02038555
110.47	-0.000361958	790921	4318	4.704743991	4.705106015	-0.000362024
109.61	-0.007784919	790924	4319	4.696928611	4.704743991	-0.00781538
109.68	0.000638628	790925	4320	4.697567035	4.696928611	0.000638424
109.96	0.002552881	790926	4321	4.700116663	4.697567035	0.002549628
110.21	0.002273554	790927	4322	4.702387637	4.700116663	0.002270973
109.32	-0.008075492	790928	4323	4.694279361	4.702387637	-0.008108276
108.56	-0.006952067	791001	4324	4.687303016	4.694279361	-0.006976346
109.59	0.009487841	791002	4325	4.696746129	4.687303016	0.009443114
109.59	0	791003	4326	4.696746129	4.696746129	0
110.17	0.005292454	791004	4327	4.702024627	4.696746129	0.005278498
111.27	0.009984569	791005	4328	4.71195968	4.702024627	0.009935053
109.88	-0.012492136	791008	4329	4.699388861	4.71195968	-0.012570819
106.63	-0.029577721	791009	4330	4.669364898	4.699388861	-0.030023963
105.3	-0.012473038	791010	4331	4.656813419	4.669364898	-0.012551479
105.05	-0.002374169	791011	4332	4.654436427	4.656813419	-0.002376992
104.49	-0.005330795	791012	4333	4.649091373	4.654436427	-0.005345054
103.36	-0.010814432	791015	4334	4.63821804	4.649091373	-0.010873333
103.19	-0.001644737	791016	4335	4.636571949	4.63821804	-0.001646091
103.39	0.001938172	791017	4336	4.638508246	4.636571949	0.001936296
103.61	0.002127865	791018	4337	4.64063385	4.638508246	0.002125605
101.6	-0.019399672	791019	4338	4.621043535	4.64063385	-0.019590315
100.71	-0.008759843	791022	4339	4.6122451	4.621043535	-0.008798435
100.28	-0.004269685	791023	4340	4.607966273	4.6122451	-0.004278826
100.44	0.001595533	791024	4341	4.609560534	4.607966273	0.001594261
100	-0.004380725	791025	4342	4.605170186	4.609560534	-0.004390348
100.57	0.0057	791026	4343	4.610854002	4.605170186	0.005683816
100.71	0.001392065	791029	4344	4.6122451	4.610854002	0.001391097
102.67	0.019461821	791030	4345	4.631519961	4.6122451	0.019274862
101.82	-0.008278952	791031	4346	4.623206548	4.631519961	-0.008313413
102.57	0.00736594	791101	4347	4.630545492	4.623206548	0.007338944
102.51	-0.000584966	791102	4348	4.629960355	4.630545492	-0.000585138
101.82	-0.006731051	791105	4349	4.623206548	4.629960355	-0.006753806
101.2	-0.006089177	791106	4350	4.617098757	4.623206548	-0.006107792
99.87	-0.013142292	791107	4351	4.60386934	4.617098757	-0.013229417
100.3	0.004305597	791108	4352	4.608165695	4.60386934	0.004296355
101.51	0.012063809	791109	4353	4.620157316	4.608165695	0.011991621
103.51	0.019702492	791112	4354	4.639668226	4.620157316	0.019510911
102.94	-0.005506714	791113	4355	4.634146294	4.639668226	-0.005521932
103.39	0.004371479	791114	4356	4.638508246	4.634146294	0.004361951
104.13	0.007157365	791115	4357	4.645640119	4.638508246	0.007131873
103.79	-0.003265149	791116	4358	4.642369627	4.645640119	-0.003270492
104.23	0.004239329	791119	4359	4.646599996	4.642369627	0.004230369
103.69	-0.00518085	791120	4360	4.641405679	4.646599996	-0.005194317
103.89	0.001928826	791121	4361	4.643332647	4.641405679	0.001926969
104.67	0.007507941	791123	4362	4.650812544	4.643332647	0.007479897
106.8	0.02034967	791126	4363	4.670957927	4.650812544	0.020145383
106.38	-0.003932584	791127	4364	4.667017589	4.670957927	-0.003940337
106.77	0.003666103	791128	4365	4.670676988	4.667017589	0.003659399
106.81	0.000374637	791129	4366	4.671051555	4.670676988	0.000374567
106.16	-0.006085573	791130	4367	4.66494739	4.671051555	-0.006104165
105.83	-0.003108515	791203	4368	4.661834033	4.66494739	-0.003113357
106.79	0.009071152	791204	4369	4.670864289	4.661834033	0.009030256
107.25	0.004307519	791205	4370	4.675162558	4.670864289	0.004298269
108	0.006993007	791206	4371	4.682131227	4.675162558	0.006968669
107.52	-0.004444444	791207	4372	4.677676877	4.682131227	-0.00445435
107.67	0.001395089	791210	4373	4.679070994	4.677676877	0.001394117
107.49	-0.001671775	791211	4374	4.67739782	4.679070994	-0.001673174
107.52	0.000279096	791212	4375	4.677676877	4.67739782	0.000279057
107.67	0.001395089	791213	4376	4.679070994	4.677676877	0.001394117
108.92	0.011609548	791214	4377	4.690613668	4.679070994	0.011542674
109.33	0.003764231	791217	4378	4.694370831	4.690613668	0.003757164
108.3	-0.009421019	791218	4379	4.684905154	4.694370831	-0.009465677
108.2	-0.000923361	791219	4380	4.683981366	4.684905154	-0.000923788
108.26	0.000554529	791220	4381	4.684535741	4.683981366	0.000554375
107.59	-0.006188805	791221	4382	4.678327707	4.684535741	-0.006208035
107.66	0.000650618	791224	4383	4.678978113	4.678327707	0.000650407
107.78	0.00111462	791226	4384	4.680092113	4.678978113	0.001113999
107.96	0.001670069	791227	4385	4.681760788	4.680092113	0.001668676
107.84	-0.001111523	791228	4386	4.680648647	4.681760788	-0.001112141
107.94	0.0009273	791231	4387	4.681575517	4.680648647	0.00092687
105.76	-0.020196405	800102	4388	4.661172376	4.681575517	-0.020403141
105.22	-0.0051059	800103	4389	4.656053396	4.661172376	-0.00511898
106.52	0.012355066	800104	4390	4.668332761	4.656053396	0.012279365
106.81	0.002722493	800107	4391	4.671051555	4.668332761	0.002718794
108.95	0.020035577	800108	4392	4.690889061	4.671051555	0.019837506
109.05	0.000917852	800109	4393	4.691806493	4.690889061	0.000917431
109.89	0.007702889	800110	4394	4.699479865	4.691806493	0.007673373
109.92	0.000273	800111	4395	4.699752828	4.699479865	0.000272963
110.38	0.004184862	800114	4396	4.703928958	4.699752828	0.00417613
111.14	0.006885305	800115	4397	4.710790668	4.703928958	0.00686171
111.05	-0.000809789	800116	4398	4.70998055	4.710790668	-0.000810118
110.7	-0.003151733	800117	4399	4.70682384	4.70998055	-0.003156711
111.07	0.003342367	800118	4400	4.710160633	4.70682384	0.003336793
112.1	0.009273431	800121	4401	4.71939133	4.710160633	0.009230697
111.51	-0.005263158	800122	4402	4.714114273	4.71939133	-0.005277057
113.44	0.017307865	800123	4403	4.731274063	4.714114273	0.01715979
113.7	0.002291961	800124	4404	4.733563401	4.731274063	0.002289338
113.61	-0.000791557	800125	4405	4.732771531	4.733563401	-0.00079187
114.85	0.010914532	800128	4406	4.743626929	4.732771531	0.010855399
114.07	-0.006791467	800129	4407	4.736812295	4.743626929	-0.006814634
115.2	0.009906198	800130	4408	4.746669748	4.736812295	0.009857453
114.16	-0.009027778	800131	4409	4.737600973	4.746669748	-0.009068775
115.12	0.00840925	800201	4410	4.745975063	4.737600973	0.008374089
114.37	-0.006514941	800204	4411	4.739438807	4.745975063	-0.006536256
114.66	0.00253563	800205	4412	4.741971227	4.739438807	0.002532421
115.72	0.009244724	800206	4413	4.75117348	4.741971227	0.009202253
116.28	0.004839267	800207	4414	4.756001076	4.75117348	0.004827596
117.95	0.014361885	800208	4415	4.770260806	4.756001076	0.01425973
117.12	-0.00703688	800211	4416	4.76319905	4.770260806	-0.007061756
117.9	0.006659836	800212	4417	4.769836808	4.76319905	0.006637757
118.44	0.004580153	800213	4418	4.774406503	4.769836808	0.004569696
116.72	-0.014522121	800214	4419	4.759777904	4.774406503	-0.014628599
115.41	-0.011223441	800215	4420	4.748491005	4.759777904	-0.011286899
