S & P Index value	S & P return	Date	Day	Logged S&P	Lag Log S&P	Diff S&P
55.86		620702	1	4.022848561		
56.49	0.011278195	620703	2	4.034063631	4.022848561	0.011215071
56.81	0.005664719	620705	3	4.039712367	4.034063631	0.005648735
56.17	-0.011265622	620706	4	4.028382807	4.039712367	-0.01132956
56.55	0.006765177	620709	5	4.035125203	4.028382807	0.006742396
57.2	0.011494253	620710	6	4.046553898	4.035125203	0.011428696
57.73	0.009265734	620711	7	4.055776969	4.046553898	0.009223071
58.03	0.005196605	620712	8	4.060960118	4.055776969	0.005183149
57.83	-0.003446493	620713	9	4.057507672	4.060960118	-0.003452446
57.83	0	620716	10	4.057507672	4.057507672	0
56.78	-0.018156666	620717	11	4.039184151	4.057507672	-0.018323521
56.2	-0.010214864	620718	12	4.028916757	4.039184151	-0.010267394
56.42	0.003914591	620719	13	4.032823706	4.028916757	0.003906949
56.81	0.006912442	620720	14	4.039712367	4.032823706	0.006888661
56.8	-0.000176025	620723	15	4.039536326	4.039712367	-0.000176041
56.36	-0.007746479	620724	16	4.031759687	4.039536326	-0.007776639
56.46	0.001774308	620725	17	4.033532423	4.031759687	0.001772736
56.77	0.005490613	620726	18	4.039008017	4.033532423	0.005475594
57.2	0.007574423	620727	19	4.046553898	4.039008017	0.007545881
57.83	0.011013986	620730	20	4.057507672	4.046553898	0.010953774
58.23	0.006916825	620731	21	4.064400686	4.057507672	0.006893014
57.75	-0.008243174	620801	22	4.056123349	4.064400686	-0.008277336
57.98	0.003982684	620802	23	4.060098123	4.056123349	0.003974774
58.12	0.002414626	620803	24	4.062509839	4.060098123	0.002411715
57.75	-0.006366139	620806	25	4.056123349	4.062509839	-0.006386489
57.36	-0.006753247	620807	26	4.049347196	4.056123349	-0.006776153
57.51	0.002615063	620808	27	4.051958846	4.049347196	0.002611649
57.47	-0.000695531	620809	28	4.051263073	4.051958846	-0.000695773
57.55	0.001392031	620810	29	4.052654135	4.051263073	0.001391063
57.63	0.001390096	620813	30	4.054043265	4.052654135	0.00138913
58.25	0.010758286	620814	31	4.064744092	4.054043265	0.010700827
58.66	0.007038627	620815	32	4.071758064	4.064744092	0.007013971
58.64	-0.000340948	620816	33	4.071417058	4.071758064	-0.000341006
59.01	0.006309686	620817	34	4.077706921	4.071417058	0.006289863
59.37	0.006100661	620820	35	4.083789048	4.077706921	0.006082127
59.12	-0.004210881	620821	36	4.079569277	4.083789048	-0.004219772
59.78	0.011163735	620822	37	4.090671157	4.079569277	0.01110188
59.7	-0.00133824	620823	38	4.08933202	4.090671157	-0.001339136
59.58	-0.00201005	620824	39	4.087319947	4.08933202	-0.002012073
59.55	-0.000503525	620827	40	4.086816296	4.087319947	-0.000503651
58.79	-0.012762385	620828	41	4.073971772	4.086816296	-0.012844523
58.66	-0.00221126	620829	42	4.071758064	4.073971772	-0.002213709
58.68	0.000340948	620830	43	4.072098953	4.071758064	0.00034089
59.12	0.007498296	620831	44	4.079569277	4.072098953	0.007470323
58.56	-0.00947226	620904	45	4.07005187	4.079569277	-0.009517407
58.12	-0.007513661	620905	46	4.062509839	4.07005187	-0.007542031
58.36	0.004129387	620906	47	4.066630724	4.062509839	0.004120885
58.38	0.0003427	620907	48	4.066973365	4.066630724	0.000342642
58.45	0.001199041	620910	49	4.068171688	4.066973365	0.001198322
58.59	0.00239521	620911	50	4.070564034	4.068171688	0.002392346
58.84	0.00426694	620912	51	4.074821896	4.070564034	0.004257862
58.7	-0.002379334	620913	52	4.072439727	4.074821896	-0.002382169
58.89	0.003236797	620914	53	4.075671297	4.072439727	0.00323157
59.08	0.003226354	620917	54	4.078892458	4.075671297	0.003221161
59.03	-0.00084631	620918	55	4.078045789	4.078892458	-0.000846668
58.95	-0.001355243	620919	56	4.076689627	4.078045789	-0.001356162
58.54	-0.006955047	620920	57	4.069710281	4.076689627	-0.006979346
57.69	-0.014519986	620921	58	4.055083848	4.069710281	-0.014626433
56.63	-0.018374068	620924	59	4.03653888	4.055083848	-0.018544968
56.96	0.0058273	620925	60	4.042349267	4.03653888	0.005810387
56.15	-0.014220506	620926	61	4.028026681	4.042349267	-0.014322586
55.77	-0.006767587	620927	62	4.02123609	4.028026681	-0.006790591
56.27	0.008965394	620928	63	4.030161533	4.02123609	0.008925443
55.49	-0.013861738	621001	64	4.016202824	4.030161533	-0.013958709
56.1	0.010992972	621002	65	4.027135813	4.016202824	0.010932988
56.16	0.001069519	621003	66	4.02820476	4.027135813	0.001068947
56.7	0.009615385	621004	67	4.037774211	4.02820476	0.009569451
57.07	0.006525573	621005	68	4.044278585	4.037774211	0.006504374
57.07	0	621008	69	4.044278585	4.044278585	0
57.2	0.002277904	621009	70	4.046553898	4.044278585	0.002275314
57.24	0.000699301	621010	71	4.047252955	4.046553898	0.000699056
57.05	-0.003319357	621011	72	4.043928076	4.047252955	-0.003324878
56.95	-0.001752848	621012	73	4.04217369	4.043928076	-0.001754386
57.27	0.005618964	621015	74	4.047776926	4.04217369	0.005603237
57.08	-0.003317618	621016	75	4.044453793	4.047776926	-0.003323134
56.89	-0.003328662	621017	76	4.041119579	4.044453793	-0.003334214
56.34	-0.00966778	621018	77	4.031404762	4.041119579	-0.009714816
55.59	-0.013312034	621019	78	4.018003329	4.031404762	-0.013401433
54.96	-0.011332974	621022	79	4.006605648	4.018003329	-0.011397681
53.49	-0.026746725	621023	80	3.979494721	4.006605648	-0.027110927
55.21	0.032155543	621024	81	4.011144096	3.979494721	0.031649376
54.69	-0.009418584	621025	82	4.001680877	4.011144096	-0.009463219
54.54	-0.002742732	621026	83	3.998934377	4.001680877	-0.0027465
55.72	0.021635497	621029	84	4.020339149	3.998934377	0.021404771
56.54	0.014716439	621030	85	4.034948352	4.020339149	0.014609203
56.52	-0.000353732	621031	86	4.034594558	4.034948352	-0.000353794
57.12	0.010615711	621101	87	4.045154318	4.034594558	0.01055976
57.75	0.011029412	621102	88	4.056123349	4.045154318	0.010969031
58.35	0.01038961	621105	89	4.066459359	4.056123349	0.010336009
58.71	0.006169666	621107	90	4.07261007	4.066459359	0.006150711
58.32	-0.006642821	621108	91	4.065945088	4.07261007	-0.006664982
58.78	0.007887517	621109	92	4.073801661	4.065945088	0.007856573
59.59	0.013780197	621112	93	4.087487775	4.073801661	0.013686114
59.46	-0.002181574	621113	94	4.085303818	4.087487775	-0.002183957
60.16	0.01177262	621114	95	4.09700768	4.085303818	0.011703862
59.97	-0.003158245	621115	96	4.093844437	4.09700768	-0.003163242
60.16	0.003168251	621116	97	4.09700768	4.093844437	0.003163242
59.82	-0.005651596	621119	98	4.091340053	4.09700768	-0.005667626
60.45	0.010531595	621120	99	4.101816577	4.091340053	0.010476524
60.81	0.005955335	621121	100	4.107754249	4.101816577	0.005937672
61.54	0.012004605	621123	101	4.11968737	4.107754249	0.011933121
61.36	-0.002924927	621126	102	4.116758157	4.11968737	-0.002929213
61.73	0.006029987	621127	103	4.122770036	4.116758157	0.006011879
62.12	0.006317836	621128	104	4.129067998	4.122770036	0.006297962
62.41	0.004668384	621129	105	4.133725519	4.129067998	0.004657521
62.26	-0.002403461	621130	106	4.131319165	4.133725519	-0.002406354
61.94	-0.005139737	621203	107	4.126166175	4.131319165	-0.00515299
62.64	0.011301259	621204	108	4.137404052	4.126166175	0.011237877
62.89	0.00399106	621205	109	4.141387169	4.137404052	0.003983117
62.93	0.000636031	621206	110	4.142022998	4.141387169	0.000635829
63.06	0.002065787	621207	111	4.144086654	4.142022998	0.002063657
62.27	-0.012527751	621210	112	4.131479769	4.144086654	-0.012606885
62.32	0.000802955	621211	113	4.132282402	4.131479769	0.000802633
62.63	0.004974326	621212	114	4.137244397	4.132282402	0.004961995
62.42	-0.003353026	621213	115	4.133885737	4.137244397	-0.00335866
62.57	0.002403076	621214	116	4.13628593	4.133885737	0.002400193
62.37	-0.00319642	621217	117	4.133084391	4.13628593	-0.003201539
62.07	-0.004810005	621218	118	4.12826278	4.133084391	-0.00482161
62.58	0.00821653	621219	119	4.136445738	4.12826278	0.008182958
62.82	0.003835091	621220	120	4.140273494	4.136445738	0.003827756
62.64	-0.00286533	621221	121	4.137404052	4.140273494	-0.002869442
62.63	-0.000159642	621224	122	4.137244397	4.137404052	-0.000159655
63.02	0.006227048	621226	123	4.143452136	4.137244397	0.00620774
62.93	-0.001428118	621227	124	4.142022998	4.143452136	-0.001429139
62.96	0.00047672	621228	125	4.142499604	4.142022998	0.000476607
63.1	0.002223634	621231	126	4.14472077	4.142499604	0.002221165
62.69	-0.006497623	630102	127	4.138201945	4.14472077	-0.006518824
63.72	0.016430053	630103	128	4.154498485	4.138201945	0.01629654
64.13	0.006434401	630104	129	4.160912273	4.154498485	0.006413788
64.12	-0.000155933	630107	130	4.160756328	4.160912273	-0.000155945
64.74	0.00966937	630108	131	4.170379248	4.160756328	0.009622921
64.59	-0.00231696	630109	132	4.1680596	4.170379248	-0.002319648
64.71	0.001857873	630110	133	4.169915749	4.1680596	0.001856149
64.85	0.002163499	630111	134	4.172076911	4.169915749	0.002161162
65.2	0.00539707	630114	135	4.177459469	4.172076911	0.005382558
65.11	-0.001380368	630115	136	4.176078147	4.177459469	-0.001381322
64.67	-0.006757795	630116	137	4.169297415	4.176078147	-0.006780732
65.13	0.007113035	630117	138	4.176385273	4.169297415	0.007087857
65.18	0.000767695	630118	139	4.177152673	4.176385273	0.000767401
65.28	0.001534213	630121	140	4.178685711	4.177152673	0.001533037
65.44	0.00245098	630122	141	4.181133692	4.178685711	0.002447982
65.62	0.002750611	630123	142	4.183880528	4.181133692	0.002746835
65.75	0.001981103	630124	143	4.185859671	4.183880528	0.001979144
65.92	0.002585551	630125	144	4.188441886	4.185859671	0.002582215
66.24	0.004854369	630128	145	4.19328451	4.188441886	0.004842624
66.23	-0.000150966	630129	146	4.193133532	4.19328451	-0.000150978
65.85	-0.005737581	630130	147	4.187379428	4.193133532	-0.005754104
66.2	0.00531511	630131	148	4.192680463	4.187379428	0.005301035
66.31	0.001661631	630201	149	4.194340715	4.192680463	0.001660252
66.17	-0.002111295	630204	150	4.192227188	4.194340715	-0.002113527
66.11	-0.000906755	630205	151	4.191320021	4.192227188	-0.000907167
66.4	0.004386628	630206	152	4.195697056	4.191320021	0.004377035
66.17	-0.003463855	630207	153	4.192227188	4.195697056	-0.003469868
66.17	0	630208	154	4.192227188	4.192227188	0
65.76	-0.006196161	630211	155	4.186011751	4.192227188	-0.006215437
65.83	0.001064477	630212	156	4.187075661	4.186011751	0.001063911
66.15	0.004861006	630213	157	4.191924891	4.187075661	0.004849229
66.35	0.003023432	630214	158	4.194943761	4.191924891	0.00301887
66.41	0.000904295	630215	159	4.195847648	4.194943761	0.000903887
66.52	0.001656377	630218	160	4.197502654	4.195847648	0.001655007
66.2	-0.004810583	630219	161	4.192680463	4.197502654	-0.004822191
65.83	-0.005589124	630220	162	4.187075661	4.192680463	-0.005604801
65.92	0.001367158	630221	163	4.188441886	4.187075661	0.001366224
65.46	-0.006978155	630225	164	4.181439269	4.188441886	-0.007002617
65.47	0.000152765	630226	165	4.181592022	4.181439269	0.000152753
65.01	-0.007026119	630227	166	4.174541104	4.181592022	-0.007050918
64.29	-0.011075219	630228	167	4.163404098	4.174541104	-0.011137006
64.1	-0.002955359	630301	168	4.160444364	4.163404098	-0.002959734
64.72	0.009672387	630304	169	4.170070273	4.160444364	0.009625909
64.74	0.000309023	630305	170	4.170379248	4.170070273	0.000308976
64.85	0.001699104	630306	171	4.172076911	4.170379248	0.001697662
65.26	0.006322282	630307	172	4.178379291	4.172076911	0.00630238
65.33	0.001072633	630308	173	4.179451349	4.178379291	0.001072058
65.51	0.002755243	630311	174	4.182202803	4.179451349	0.002751454
65.67	0.002442375	630312	175	4.1846422	4.182202803	0.002439397
65.91	0.003654637	630313	176	4.188290175	4.1846422	0.003647975
65.6	-0.004703383	630314	177	4.183575696	4.188290175	-0.004714479
65.93	0.005030488	630315	178	4.188593573	4.183575696	0.005017877
65.61	-0.004853633	630318	179	4.183728123	4.188593573	-0.00486545
65.47	-0.002133821	630319	180	4.181592022	4.183728123	-0.002136101
65.95	0.007331602	630320	181	4.188896879	4.181592022	0.007304857
65.85	-0.0015163	630321	182	4.187379428	4.188896879	-0.001517451
66.19	0.00516325	630322	183	4.192529394	4.187379428	0.005149966
66.21	0.00030216	630325	184	4.192831509	4.192529394	0.000302115
66.4	0.002869657	630326	185	4.195697056	4.192831509	0.002865548
66.68	0.004216867	630327	186	4.199905058	4.195697056	0.004208001
66.58	-0.0014997	630328	187	4.198404232	4.199905058	-0.001500826
66.57	-0.000150195	630329	188	4.198254026	4.198404232	-0.000150207
66.85	0.004206099	630401	189	4.202451304	4.198254026	0.004197278
66.84	-0.000149589	630402	190	4.202301704	4.202451304	-0.0001496
67.36	0.007779773	630403	191	4.21005137	4.202301704	0.007749666
67.85	0.007274347	630404	192	4.217299386	4.21005137	0.007248016
68.28	0.006337509	630405	193	4.223616898	4.217299386	0.006317512
68.52	0.003514938	630408	194	4.227125673	4.223616898	0.003508776
68.45	-0.0010216	630409	195	4.226103552	4.227125673	-0.001022122
68.29	-0.002337473	630410	196	4.223763343	4.226103552	-0.002340209
68.77	0.007028848	630411	197	4.230767603	4.223763343	0.00700426
69.09	0.004653192	630415	198	4.235410003	4.230767603	0.004642399
69.14	0.000723694	630416	199	4.236133434	4.235410003	0.000723432
68.92	-0.00318195	630417	200	4.232946412	4.236133434	-0.003187023
68.89	-0.000435287	630418	201	4.23251103	4.232946412	-0.000435382
69.23	0.004935404	630419	202	4.237434295	4.23251103	0.004923265
69.3	0.001011122	630422	203	4.238444906	4.237434295	0.001010612
69.53	0.003318903	630423	204	4.241758314	4.238444906	0.003313408
69.72	0.002732633	630424	205	4.244487221	4.241758314	0.002728907
69.76	0.000573723	630425	206	4.24506078	4.244487221	0.000573559
69.7	-0.000860092	630426	207	4.244200318	4.24506078	-0.000860462
69.65	-0.00071736	630429	208	4.2434827	4.244200318	-0.000717618
69.8	0.002153625	630430	209	4.24563401	4.2434827	0.00215131
69.97	0.00243553	630501	210	4.248066579	4.24563401	0.002432569
70.17	0.002858368	630502	211	4.250920869	4.248066579	0.002854291
70.03	-0.001995155	630503	212	4.248923722	4.250920869	-0.001997148
69.53	-0.007139797	630506	213	4.241758314	4.248923722	-0.007165408
69.44	-0.001294405	630507	214	4.24046307	4.241758314	-0.001295244
70.01	0.008208525	630508	215	4.248638089	4.24046307	0.008175019
70.35	0.004856449	630509	216	4.253482784	4.248638089	0.004844695
70.52	0.002416489	630510	217	4.255896358	4.253482784	0.002413574
70.48	-0.000567215	630513	218	4.255328982	4.255896358	-0.000567376
70.21	-0.003830874	630514	219	4.251490751	4.255328982	-0.003838231
70.43	0.003133457	630515	220	4.254619309	4.251490751	0.003128558
70.25	-0.002555729	630516	221	4.252060308	4.254619309	-0.002559001
70.29	0.000569395	630517	222	4.252629541	4.252060308	0.000569233
69.96	-0.004694836	630520	223	4.24792365	4.252629541	-0.004705891
70.14	0.002572899	630521	224	4.250493245	4.24792365	0.002569595
70.14	0	630522	225	4.250493245	4.250493245	0
70.1	-0.000570288	630523	226	4.249922794	4.250493245	-0.000570451
70.02	-0.001141227	630524	227	4.248780916	4.249922794	-0.001141879
69.87	-0.002142245	630527	228	4.246636373	4.248780916	-0.002144543
70.01	0.002003721	630528	229	4.248638089	4.246636373	0.002001716
70.33	0.004570776	630529	230	4.25319845	4.248638089	0.004560361
70.8	0.006682781	630531	231	4.259859001	4.25319845	0.00666055
70.69	-0.001553672	630603	232	4.25830412	4.259859001	-0.001554881
70.7	0.000141463	630604	233	4.258445573	4.25830412	0.000141453
70.53	-0.002404526	630605	234	4.256038151	4.258445573	-0.002407422
70.58	0.000708918	630606	235	4.256746818	4.256038151	0.000708667
70.41	-0.002408614	630607	236	4.254335299	4.256746818	-0.00241152
69.94	-0.006675188	630610	237	4.247637732	4.254335299	-0.006697567
70.03	0.001286817	630611	238	4.248923722	4.247637732	0.00128599
70.41	0.005426246	630612	239	4.254335299	4.248923722	0.005411577
70.23	-0.002556455	630613	240	4.25177557	4.254335299	-0.002559728
70.25	0.000284779	630614	241	4.252060308	4.25177557	0.000284738
69.94	-0.004412811	630617	242	4.247637732	4.252060308	-0.004422577
70.02	0.001143838	630618	243	4.248780916	4.247637732	0.001143184
70.09	0.000999714	630619	244	4.249780131	4.248780916	0.000999215
70.01	-0.00114139	630620	245	4.248638089	4.249780131	-0.001142042
70.25	0.003428082	630621	246	4.252060308	4.248638089	0.003422219
70.2	-0.000711744	630624	247	4.251348311	4.252060308	-0.000711997
70.04	-0.002279202	630625	248	4.249066507	4.251348311	-0.002281804
69.41	-0.00899486	630626	249	4.240030949	4.249066507	-0.009035558
69.07	-0.00489843	630627	250	4.235120483	4.240030949	-0.004910466
69.37	0.00434342	630628	251	4.239454497	4.235120483	0.004334014
68.86	-0.007351881	630701	252	4.232075458	4.239454497	-0.007379039
69.46	0.008713331	630702	253	4.240751047	4.232075458	0.008675589
69.94	0.006910452	630703	254	4.247637732	4.240751047	0.006886684
70.22	0.004003432	630705	255	4.251633171	4.247637732	0.003995439
69.74	-0.006835659	630708	256	4.244774041	4.251633171	-0.006859129
70.04	0.004301692	630709	257	4.249066507	4.244774041	0.004292466
69.89	-0.002141633	630710	258	4.246922577	4.249066507	-0.00214393
69.76	-0.001860066	630711	259	4.24506078	4.246922577	-0.001861798
69.64	-0.001720183	630712	260	4.243339115	4.24506078	-0.001721665
69.2	-0.006318208	630715	261	4.237000863	4.243339115	-0.006338252
69.14	-0.000867052	630716	262	4.236133434	4.237000863	-0.000867428
68.93	-0.003037316	630717	263	4.233091497	4.236133434	-0.003041938
68.49	-0.006383287	630718	264	4.226687749	4.233091497	-0.006403748
68.35	-0.002044094	630719	265	4.224641563	4.226687749	-0.002046186
67.9	-0.00658376	630722	266	4.218036035	4.224641563	-0.006605529
67.91	0.000147275	630723	267	4.218183299	4.218036035	0.000147265
68.28	0.005448388	630724	268	4.223616898	4.218183299	0.005433599
68.26	-0.000292912	630725	269	4.223323943	4.223616898	-0.000292954
68.54	0.004101963	630726	270	4.227417516	4.223323943	0.004093573
68.67	0.001896703	630729	271	4.229312423	4.227417516	0.001894906
69.24	0.008300568	630730	272	4.23757873	4.229312423	0.008266308
69.13	-0.001588677	630731	273	4.23598879	4.23757873	-0.00158994
69.07	-0.00086793	630801	274	4.235120483	4.23598879	-0.000868307
69.3	0.003329955	630802	275	4.238444906	4.235120483	0.003324423
69.71	0.005916306	630805	276	4.244343779	4.238444906	0.005898873
70.17	0.006598766	630806	277	4.250920869	4.244343779	0.00657709
69.96	-0.002992732	630807	278	4.24792365	4.250920869	-0.002997219
70.02	0.000857633	630808	279	4.248780916	4.24792365	0.000857265
70.48	0.006569552	630809	280	4.255328982	4.248780916	0.006548066
70.59	0.001560726	630812	281	4.256888491	4.255328982	0.00155951
70.79	0.002833263	630813	282	4.259717748	4.256888491	0.002829256
71.07	0.003955361	630814	283	4.263665307	4.259717748	0.003947559
71.38	0.004361897	630815	284	4.268017718	4.263665307	0.004352411
71.49	0.001541048	630816	285	4.26955758	4.268017718	0.001539862
71.44	-0.000699399	630819	286	4.268857937	4.26955758	-0.000699643
71.38	-0.000839866	630820	287	4.268017718	4.268857937	-0.000840219
71.29	-0.001260857	630821	288	4.266756065	4.268017718	-0.001261653
71.54	0.003506803	630822	289	4.270256734	4.266756065	0.003500669
71.76	0.003075203	630823	290	4.273327218	4.270256734	0.003070484
71.91	0.002090301	630826	291	4.275415337	4.273327218	0.002088119
71.52	-0.005423446	630827	292	4.269977131	4.275415337	-0.005438206
72.04	0.007270694	630828	293	4.27722152	4.269977131	0.007244389
72.16	0.001665741	630829	294	4.278885876	4.27722152	0.001664355
72.5	0.004711752	630830	295	4.283586562	4.278885876	0.004700686
72.66	0.002206897	630903	296	4.285791027	4.283586562	0.002204465
72.64	-0.000275255	630904	297	4.285515734	4.285791027	-0.000275293
73	0.004955947	630905	298	4.290459441	4.285515734	0.004943707
72.84	-0.002191781	630906	299	4.288265255	4.290459441	-0.002194186
72.58	-0.003569467	630909	300	4.284689402	4.288265255	-0.003575853
72.99	0.005648939	630910	301	4.290322445	4.284689402	0.005633044
73.2	0.002877106	630911	302	4.293195421	4.290322445	0.002872976
73.15	-0.00068306	630912	303	4.292512127	4.293195421	-0.000683294
73.17	0.000273411	630913	304	4.292785501	4.292512127	0.000273373
73.07	-0.00136668	630916	305	4.291417886	4.292785501	-0.001367615
73.12	0.000684275	630917	306	4.292101927	4.291417886	0.000684041
72.8	-0.004376368	630918	307	4.287715955	4.292101927	-0.004385972
73.22	0.005769231	630919	308	4.293468608	4.287715955	0.005752652
73.3	0.001092598	630920	309	4.294560609	4.293468608	0.001092001
72.96	-0.004638472	630923	310	4.289911346	4.294560609	-0.004649263
73.3	0.004660088	630924	311	4.294560609	4.289911346	0.004649263
72.89	-0.005593452	630925	312	4.288951455	4.294560609	-0.005609153
72.27	-0.008505968	630926	313	4.280409105	4.288951455	-0.00854235
72.13	-0.00193718	630927	314	4.278470047	4.280409105	-0.001939059
71.7	-0.005961458	630930	315	4.272490748	4.278470047	-0.005979299
72.22	0.007252441	631001	316	4.279717016	4.272490748	0.007226268
72.3	0.001107726	631002	317	4.280824129	4.279717016	0.001107113
72.83	0.007330567	631003	318	4.288127958	4.280824129	0.007303829
72.85	0.000274612	631004	319	4.288402533	4.288127958	0.000274574
72.7	-0.002059025	631007	320	4.286341385	4.288402533	-0.002061148
72.6	-0.001375516	631008	321	4.284964922	4.286341385	-0.001376463
72.18	-0.005785124	631009	322	4.279162999	4.284964922	-0.005801923
72.2	0.000277085	631010	323	4.279440046	4.279162999	0.000277047
72.27	0.000969529	631011	324	4.280409105	4.279440046	0.000969059
72.3	0.00041511	631014	325	4.280824129	4.280409105	0.000415024
72.4	0.001383126	631015	326	4.282206299	4.280824129	0.00138217
72.97	0.007872928	631016	327	4.290048398	4.282206299	0.007842098
73.26	0.003974236	631017	328	4.294014757	4.290048398	0.00396636
73.32	0.000819001	631018	329	4.294833423	4.294014757	0.000818666
73.38	0.000818331	631021	330	4.295651419	4.294833423	0.000817996
72.96	-0.00572363	631022	331	4.289911346	4.295651419	-0.005740073
73	0.000548246	631023	332	4.290459441	4.289911346	0.000548095
73.28	0.003835616	631024	333	4.29428772	4.290459441	0.003828279
74.01	0.00996179	631025	334	4.304200219	4.29428772	0.009912499
74.48	0.006350493	631028	335	4.310530633	4.304200219	0.006330414
74.46	-0.000268528	631029	336	4.310262068	4.310530633	-0.000268565
73.8	-0.00886382	631030	337	4.301358732	4.310262068	-0.008903337
74.01	0.002845528	631031	338	4.304200219	4.301358732	0.002841488
73.83	-0.002432104	631101	339	4.301765153	4.304200219	-0.002435066
73.45	-0.005146959	631104	340	4.296604903	4.301765153	-0.00516025
72.81	-0.00871341	631106	341	4.287853308	4.296604903	-0.008751594
73.06	0.003433594	631107	342	4.291281021	4.287853308	0.003427713
73.36	0.004106214	631108	343	4.295378828	4.291281021	0.004097807
73.52	0.002181025	631111	344	4.297557478	4.295378828	0.00217865
73.23	-0.003944505	631112	345	4.293605173	4.297557478	-0.003952305
73.29	0.000819336	631113	346	4.294424174	4.293605173	0.000819001
72.95	-0.004639105	631114	347	4.289774275	4.294424174	-0.004649899
72.35	-0.008224812	631115	348	4.281515453	4.289774275	-0.008258822
71.83	-0.007187284	631118	349	4.274302216	4.281515453	-0.007213237
71.9	0.000974523	631119	350	4.275276265	4.274302216	0.000974049
72.56	0.009179416	631120	351	4.284413806	4.275276265	0.009137541
71.62	-0.012954796	631121	352	4.271374365	4.284413806	-0.013039441
69.61	-0.028064786	631122	353	4.242908235	4.271374365	-0.028466129
72.38	0.039793133	631126	354	4.281930018	4.242908235	0.039021783
72.25	-0.001796076	631127	355	4.280132327	4.281930018	-0.001797691
73.23	0.013564014	631129	356	4.293605173	4.280132327	0.013472846
73.66	0.00587191	631202	357	4.299459911	4.293605173	0.005854738
73.62	-0.000543036	631203	358	4.298916728	4.299459911	-0.000543183
73.8	0.002444988	631204	359	4.301358732	4.298916728	0.002442004
74.28	0.006504065	631205	360	4.307841736	4.301358732	0.006483005
74	-0.003769521	631206	361	4.304065093	4.307841736	-0.003776643
73.96	-0.000540541	631209	362	4.303524407	4.304065093	-0.000540687
73.99	0.000405625	631210	363	4.303929949	4.303524407	0.000405542
73.9	-0.001216381	631211	364	4.302712828	4.303929949	-0.001217121
73.91	0.000135318	631212	365	4.302848137	4.302712828	0.000135309
74.06	0.002029495	631213	366	4.304875575	4.302848137	0.002027439
74.3	0.003240616	631216	367	4.308110952	4.304875575	0.003235376
74.74	0.005921938	631217	368	4.314015424	4.308110952	0.005904472
74.63	-0.001471769	631218	369	4.312542571	4.314015424	-0.001472853
74.4	-0.003081871	631219	370	4.309455942	4.312542571	-0.003086629
74.28	-0.001612903	631220	371	4.307841736	4.309455942	-0.001614205
73.81	-0.00632741	631223	372	4.301494224	4.307841736	-0.006347513
73.97	0.002167728	631224	373	4.303659606	4.301494224	0.002165382
74.32	0.004731648	631226	374	4.308380095	4.303659606	0.004720489
74.44	0.001614639	631227	375	4.309993432	4.308380095	0.001613337
74.56	0.001612037	631230	376	4.31160417	4.309993432	0.001610739
75.02	0.006169528	631231	377	4.317754745	4.31160417	0.006150574
75.43	0.005465209	640102	378	4.323205074	4.317754745	0.005450329
75.5	0.000928013	640103	379	4.324132656	4.323205074	0.000927582
75.67	0.002251656	640106	380	4.326381781	4.324132656	0.002249124
75.69	0.000264306	640107	381	4.326646051	4.326381781	0.000264271
76	0.004095653	640108	382	4.33073334	4.326646051	0.004087289
76.28	0.003684211	640109	383	4.334410781	4.33073334	0.00367744
76.24	-0.000524384	640110	384	4.333886259	4.334410781	-0.000524521
76.22	-0.000262329	640113	385	4.333623895	4.333886259	-0.000262364
76.36	0.001836788	640114	386	4.335458999	4.333623895	0.001835103
76.64	0.003666841	640115	387	4.339119134	4.335458999	0.003660135
76.55	-0.001174322	640116	388	4.337944122	4.339119134	-0.001175012
76.56	0.000130634	640117	389	4.338074747	4.337944122	0.000130625
76.41	-0.001959248	640120	390	4.336113578	4.338074747	-0.001961169
76.62	0.002748331	640121	391	4.338858139	4.336113578	0.002744562
77.03	0.005351083	640122	392	4.344194956	4.338858139	0.005336817
77.09	0.000778917	640123	393	4.34497357	4.344194956	0.000778614
77.11	0.000259437	640124	394	4.345232974	4.34497357	0.000259403
77.08	-0.000389055	640127	395	4.344843844	4.345232974	-0.00038913
77.1	0.000259471	640128	396	4.345103281	4.344843844	0.000259437
76.63	-0.006095979	640129	397	4.338988645	4.345103281	-0.006114636
76.7	0.00091348	640130	398	4.339901708	4.338988645	0.000913063
77.04	0.004432855	640131	399	4.344324767	4.339901708	0.004423059
76.97	-0.000908619	640203	400	4.343415736	4.344324767	-0.000909032
76.88	-0.001169287	640204	401	4.342245765	4.343415736	-0.001169971
76.75	-0.001690947	640205	402	4.340553386	4.342245765	-0.001692378
76.93	0.002345277	640206	403	4.342895917	4.340553386	0.002342531
77.18	0.003249708	640207	404	4.346140356	4.342895917	0.003244439
77.05	-0.001684374	640210	405	4.344454562	4.346140356	-0.001685794
77.33	0.003634004	640211	406	4.348081979	4.344454562	0.003627417
77.57	0.003103582	640212	407	4.351180755	4.348081979	0.003098776
77.52	-0.000644579	640213	408	4.350535968	4.351180755	-0.000644787
77.48	-0.000515996	640214	409	4.350019839	4.350535968	-0.000516129
77.46	-0.000258131	640217	410	4.349761674	4.350019839	-0.000258164
77.47	0.000129099	640218	411	4.349890765	4.349761674	0.000129091
77.55	0.001032658	640219	412	4.35092289	4.349890765	0.001032125
77.62	0.000902643	640220	413	4.351825126	4.35092289	0.000902236
77.68	0.000772997	640224	414	4.352597824	4.351825126	0.000772698
