Date,S&P Small cap,S&P Mid cap,S&P Large cap
8/23/2010,322.89,729.61,1067.36
8/24/2010,319.63,718.25,1051.87
8/25/2010,324.12,723.62,1055.33
8/26/2010,321.67,718.88,1047.22
8/27/2010,330.22,734.3,1064.59
8/30/2010,322.23,721.47,1048.92
8/31/2010,322.23,721.64,1049.33
9/1/2010,334.37,745.96,1080.29
9/2/2010,338.08,755.8,1090.1
9/3/2010,343.82,766.52,1104.51
9/7/2010,336.79,755.1,1091.84
9/8/2010,338.94,759.92,1098.87
9/9/2010,338.93,761.51,1104.18
9/10/2010,339.45,763.79,1109.55
9/13/2010,347.45,777.13,1121.9
9/14/2010,346.1,777.6,1121.1
9/15/2010,348.18,780.79,1125.07
9/16/2010,345.43,778.58,1124.66
9/17/2010,347.1,780.82,1125.59
9/20/2010,356.33,793.79,1142.71
9/21/2010,353.58,789.05,1139.78
9/22/2010,349.66,782.64,1134.28
9/23/2010,345.38,776.65,1124.83
9/24/2010,357.06,796.29,1148.67
9/27/2010,355.54,794.5,1142.16
9/28/2010,358.81,801,1147.7
9/29/2010,359.93,800.89,1144.73
9/30/2010,358.55,802.1,1141.2
10/1/2010,360.12,803.9,1146.24
10/4/2010,355.34,795.5,1137.03
10/5/2010,365.85,812.13,1160.75
10/6/2010,363.38,805.85,1159.97
10/7/2010,362.96,805.39,1158.06
10/8/2010,367.63,811.37,1165.15
10/11/2010,367.4,812.51,1165.32
10/12/2010,369.16,815.4,1169.77
10/13/2010,375,822.8,1178.1
10/14/2010,374.64,818.67,1173.81
10/15/2010,373.82,819.76,1176.19
10/18/2010,377.17,824.5,1184.71
10/19/2010,369.55,809.93,1165.9
10/20/2010,373.02,820.46,1178.17
10/21/2010,371.56,818.62,1180.26
10/22/2010,373.96,824.91,1183.08
10/25/2010,375.75,829.4,1185.62
10/26/2010,374.88,828.04,1185.64
10/27/2010,373.55,827.52,1182.45
10/28/2010,372.11,826.91,1183.78
10/29/2010,373.55,829.13,1183.26
11/1/2010,371.04,828.64,1184.38
11/2/2010,378.68,837.82,1193.57
11/3/2010,379.68,839.75,1197.96
11/4/2010,389.52,855.86,1221.06
11/5/2010,391.16,861.09,1225.85
11/8/2010,391.19,860.59,1223.25
11/9/2010,386.43,850.89,1213.4
11/10/2010,391.09,858.49,1218.71
11/11/2010,389.17,856.57,1213.54
11/12/2010,383.18,843.87,1199.21
11/15/2010,383.27,845.91,1197.75
11/16/2010,375.91,830.83,1178.34
11/17/2010,376.34,835.69,1178.59
11/18/2010,382.9,847.25,1196.69
11/19/2010,384.1,850.33,1199.73
11/22/2010,385.78,856.02,1197.84
11/23/2010,383.02,846.44,1180.73
11/24/2010,391.98,864.02,1198.35
11/26/2010,389.8,859.43,1189.4
11/29/2010,389.35,857.6,1187.76
11/30/2010,386.56,852.59,1180.55
12/1/2010,395.09,870.1,1206.07
12/2/2010,398.97,881.35,1221.53
12/3/2010,401.74,886.74,1224.71
12/6/2010,404.04,886.91,1223.12
12/7/2010,406.5,887.69,1223.75
12/8/2010,405.77,886.67,1228.28
12/9/2010,407.02,889.83,1233
12/10/2010,411.83,899.04,1240.4
12/13/2010,409.87,896.2,1240.46
12/14/2010,409.84,895.61,1241.59
12/15/2010,408.35,891.31,1235.23
12/16/2010,412.79,900.47,1242.87
12/17/2010,415.25,902.64,1243.91
12/20/2010,415.97,903.52,1247.08
12/21/2010,420.1,910.18,1254.6
12/22/2010,420.34,912.51,1258.84
12/23/2010,419.88,910.79,1256.77
12/27/2010,421.56,911.75,1257.54
12/28/2010,420.42,910.08,1258.51
12/29/2010,420.6,912.58,1259.78
12/30/2010,420.31,913.2,1257.88
12/31/2010,415.73,907.25,1257.64
